ticker,sentiment,lastSentiment,sentimentChange,rank,name,price,change,changePercent,volume,marketCap,previousVolume,previousClose
AAT,12.60416666666666,20.700000000000006,-39.110305958132095,140,"American Assets Trust, Inc.",36.38,0.31000137,0.008594437,187296,2815299328,329656,36.07
CSIQ,7.257585470085459,11.887380952380955,-38.94714488281106,141,Canadian Solar Inc.,33.16,2.4799995,0.08083441000000001,1745665,2150343168,1466435,30.68
NFLX,8.72919278862625,14.270742063492058,-38.83154253794836,142,"Netflix, Inc.",357.53,13.779999,0.040087266,6914575,163194568704,5460640,343.75
RMSL,13.657866666666663,21.95559976422046,-37.79324266548183,143,"REMSleep Holdings, Inc.",0.0199,-0.0005,-0.024509852,16592268,29387458,38868741,0.0204
TIGR,12.670698131760073,20.293209876543195,-37.56188297049023,144,UP Fintech Holding Limited,4.03,0.9500003,0.30844168,13718048,738505600,4236812,3.08
AB,17.847222222222214,28.333333333333343,-37.009803921568675,145,AllianceBernstein Holding L.P.,44.56,1.7100029,0.03990672,489028,4525736448,397128,42.85
XLE,7.28561191626409,11.53633335790456,-36.846381859518004,146,Energy Select Sector SPDR Fund,71.48,-0.01,-0.00014,53747445,35685663300,62362196,71.82
BG,14.10234374999999,22.307738095238093,-36.78272673906666,147,Bunge Limited,104.06,0,0,3064144,14703905267,1474842,108.06
SOLO,9.700160575858252,15.229925244508568,-36.308547677502055,148,Electrameccanica Vehicles Corp.,1.9,0.06999993,0.038251328,2538864,212421245,2273154,1.83
COCP,-9.27083333333334,-14.509027777777783,-36.103001005121314,149,"Cocrystal Pharma, Inc.",0.5001,0.02010003,0.041875057,156413,48929315,220957,0.48
OPEN,15.68909979423867,24.34791666666667,-35.56286556657346,150,Opendoor Technologies Inc.,7.73,0.6700001,0.09490087000000001,18307367,4787416678,15321876,7.06
KO,11.398715133302527,17.635085669781937,-35.36342637203942,151,The Coca-Cola Company,59.45,-0.01,-0.00017,17344698,257758797943,18607191,59.62
BKR,12.10822580645161,18.69804964539008,-35.24337545313535,152,Baker Hughes Company,33.65,-1.2199974,-0.03498702,19150351,34846178400,14491526,34.87
NUE,7.480716666666676,11.510036231884069,-35.00701026514351,153,Nucor Corporation,135.11,-0.410004,-0.00302541,2558149,36361478144,2977616,135.52
AQST,19.444444444444443,29.81666666666667,-34.78665921371344,154,"Aquestive Therapeutics, Inc.",2.61,0.08999991,0.035714254,144897,108230457,241250,2.52
PHIL,15.319230769230764,23.414559386973167,-34.57390969418066,155,"PHI Group, Inc.",0.002,0,0,136424116,58426616,73718048,0.002
GOOS,12.5,19.02777777777778,-34.306569343065696,156,Canada Goose Holdings Inc.,23.47,1.58,0.0721791,1007419,2653424128,956830,21.89
PHUN,11.23658923489035,16.975530364501303,-33.807138901604205,157,"Phunware, Inc.",2.59,0.15999985,0.06584356,8269038,249821114,3426599,2.43
BEKE,10.866295266781423,16.302632597754553,-33.34637702454207,158,KE Holdings Inc.,14.89,0,0,118470693,13338420591,43205848,9.06
BIIB,10.636396499238977,15.932496141975317,-33.24086568446347,159,Biogen Inc.,203.8,6.4400024,0.032630737,1036015,29998137344,1306304,197.36
REAL,23.67971380471381,34.64445876288658,-31.64934696546313,160,"The RealReal, Inc.",7.26,0.72,0.11009,4853051,675582117,5098351,6.54
LKNCY,14.240527065527075,20.76657407407407,-31.42572763937219,161,Luckin Coffee Inc.,9.47,3.0200005,0.46821712,9719194,1516069475,11084384,6.45
YY,4.834935332157553,7.017414383561649,-31.10090030476996,162,JOYY Inc.,42.57,17.16,0.67532,4691160,2623691183,3848380,25.41
ACB,12.415447154471536,17.982697740112986,-30.958928777537643,163,Aurora Cannabis Inc.,3.25,0.22000003,0.07260727,5655949,696938385,5311050,3.03
NOK,23.30646551724138,33.617133956386304,-30.670872932004333,164,Nokia Oyj,5.26,0,0,32815058,29962333696,26503778,5.1
H,4.6693863779033284,6.693567340067341,-30.240690192916595,165,Hyatt Hotels Corporation,94.05,3.35001,0.036934999999999996,1012137,4733938188,527679,90.7
