ticker,sentiment,lastSentiment,rank,name,price,change,changePercent,volume,marketCap,previousVolume,previousClose
TD,0,0,54,The Toronto-Dominion Bank,77.12,-0.07,-0.00091,577876,140265184825,3083104,77.19
WSBC,0,0,55,"WesBanco, Inc.",35.53,0.03,0.00085,37544,2178372262,279336,35.5
VCEL,0,-9.999999999999998,56,Vericel Corporation,33.17,0.58,0.0178,30005,1557917979,420500,32.59
FTS.TO,0,0,57,Fortis Inc.,60.22,0,0,174569,28596219931,793790,60.22
H,0,16.637499999999996,58,Hyatt Hotels Corporation,91.675,2.345,0.02625,138589,4614394294,956742,89.33
IMO.TO,0,0,59,Imperial Oil Limited,53.31,-2.58,-0.04616,2404157,35672051393,861427,55.89
EURN,0,19.999999999999996,60,Euronav NV,10.33,0.02,0.00194,400492,2272855285,1671288,10.31
WWW,0,0,61,"Wolverine World Wide, Inc.",22.84,0.42,0.01873,65836,1865793091,531820,22.42
BATRA,0,0,62,The Liberty Braves Group,26.775,0.295,0.01114,7810,28896369327,69125,26.48
ELOX,0,0,63,"Eloxx Pharmaceuticals, Inc.",0.4032,-0.0168,-0.04,19315,34776954,120928,0.42
CAAP,0,0,64,Corporación América Airports S.A.,5.48,-0.07,-0.01261,27936,894460434,49251,5.55
CVE.TO,0,0,65,Cenovus Energy Inc.,18.63,-0.67,-0.03472,5396623,37190073208,3342344,20.485
AGS,0,0,66,"PlayAGS, Inc.",7.03,0.17,0.02478,76850,259884407,457520,6.86
MNST,0,0,67,Monster Beverage Corporation,74.555,1.325,0.01809,344354,39466349807,1965854,73.23
LIXT,0,0,68,"Lixte Biotechnology Holdings, Inc.",1.155,-0.01499999,-0.012820501,1537,16083514,38557,1.17
BCE.TO,0,0,69,BCE Inc.,67.54,-0.52,-0.00764,1743558,61397577672,2388136,68.06
ST,0,0,70,Sensata Technologies Holding plc,51.625,-0.225,-0.00434,426607,8137994689,1167518,51.85
POWI,0,0,71,"Power Integrations, Inc.",85.98,1.94,0.02308,41679,5086469067,438351,84.04
UAMM,0,0,72,UA Multimedia Inc,0.0116,0,0,0,3676039,2838180,0.0116
IMMR,0,0,73,Immersion Corporation,5.08,0.22,0.04527,116130,170296423,497931,4.86
CGC,0.00027564102564880955,30.000000000000004,74,Canopy Growth Corporation,5.825,0.125,0.02193,1851126,2296045586,5489832,5.7
DNN,0.1748299319727975,8.27660714285714,75,Denison Mines Corp.,1.42,-0.05,-0.03401,4994801,1156719846,15946575,1.47
ERIC,0.2818376068375983,3.9772727272727293,76,Telefonaktiebolaget LM Ericsson (publ),8.61,-0.03,-0.00347,2756099,26453327425,14460262,8.64
CELH,0.810337301587305,11.831250000000004,77,"Celsius Holdings, Inc.",44.75,2.36,0.05567,344621,3351801626,782102,42.39
CORN,0.8779761904761818,19.24242424242424,78,Teucrium Corn Fund,25.94,-0.06,-0.00231,75726,203629104,455196,26
RDFN,1.0714285714285676,27.734375,79,Redfin Corporation,16.69,0.08,0.00482,411117,1775760122,2658500,16.61
EH,1.174823192239871,15.652083333333323,80,EHang Holdings Limited,8.5,0.27,0.03281,890989,279928426,1794609,8.23
GEVO,1.256617826617834,4.374999999999996,81,"Gevo, Inc.",3.455,-0.155,-0.04294,2057153,697870827,9871474,3.61
METX,1.4624074074073956,15.092592592592613,82,Meten Holding Group Ltd.,0.1482,-0.0038,-0.025,5032644,45617369,15561375,0.152
SOLO,1.6552380952380874,3.061992945326275,83,Electrameccanica Vehicles Corp.,1.73,0.03,0.01765,1032749,195472742,2290384,1.7
BA,1.6595977437417586,4.833071895424834,84,The Boeing Company,177.56,2.04,0.01162,3083021,104828732723,8138882,175.52
AQST,1.7105555555555485,-6.705555555555554,85,"Aquestive Therapeutics, Inc.",2.52,0.17,0.07234,124780,104498372,255596,2.35
RKT,1.7536078890245443,12.812500000000004,86,"Rocket Companies, Inc.",10.24,-0.11,-0.01063,1401012,1383764869,5161659,10.35
APPS,1.8370132765040292,0.3058333333333163,87,"Digital Turbine, Inc.",31.51,0,0,1379353,3055246089,6782508,31.51
RIVN,1.919677750410509,6.250714285714287,88,"Rivian Automotive, Inc.",35.74,-0.09,-0.00251,9890545,31897676875,20756413,35.83
INDP,1.9383333333333308,-50,89,"Indaptus Therapeutics, Inc.",3.34,0.07999992,0.024539855,15971,26383324,50932,3.26
CSCW,2.00265151515151,12.769117647058836,90,"Color Star Technology Co., Ltd.",0.2103,-0.0037,-0.01729,862015,24060766,5297380,0.214
PLTR,2.027107509670545,11.189140070921976,91,Palantir Technologies Inc.,10.705,0.205,0.01952,14554998,20651909335,49762551,10.5
PSFE,2.027958937198071,5.525000000000002,92,Paysafe Limited,2.865,0.135,0.04945,3596852,420305083,11055081,2.73
LABD,2.108814102564116,18.60222222222221,93,Direxion Daily S&P Biotech Bear 3X Shares,51.19,-0.99,-0.01897,1018823,80164769,2826439,52.18
CRM,2.1287878787878745,13.429761904761905,94,"salesforce.com, inc.",194.5,1.38,0.00715,1606802,192555000000,5665470,193.12
EVGO,2.1401666666666763,6.620000000000004,95,"EVgo, Inc.",11.16,0.07,0.00631,727304,767102353,3530564,11.09
BMBL,2.215201573254677,12.76571428571427,96,Bumble Inc.,22.47,1.44,0.06847,2190074,2904058303,5244095,21.03
ROKU,2.2515544332211146,5.205109126984131,97,"Roku, Inc.",101.095,0.405,0.00402,2304349,12832096724,4783801,100.69
CLF,2.3480250626566335,7.785434173669459,98,Cleveland-Cliffs Inc.,24.81,-0.3,-0.01195,9306710,13035414781,23258383,25.11
DATS,2.348484848484844,19.285714285714285,99,"DatChat, Inc.",1.45,0.05,0.03571,112930,28416258,375931,1.4
RAD,2.396857142857134,-0.7539682539682513,100,Rite Aid Corporation,8.58,0,0,376345,478611053,2489505,8.58
KSCP,2.423101402373251,-13.89999999999999,101,Knightscope Inc - Class A,5.27,-0.16,-0.02947,1316822,60905385,17013475,5.43
SMSI,2.4635582010581913,4.444444444444451,102,"Smith Micro Software, Inc.",2.96,-0.06,-0.01987,276786,160807346,931460,3.02
ETEK,2.6293872793872852,6.660162037037032,103,"Eco-Tek Group, Inc.",0.0024,0,0,0,12779503,14861273,0.0024
CAN,2.763668300653599,5.926666666666658,104,Canaan Inc.,3.33,-0.02,-0.00597,4940557,516888401,12964521,3.35
DIDI,2.8481064814814827,7.598090448823203,105,DiDi Global Inc.,1.835,0.075,0.04261,49856609,7989403072,87259624,1.76
LGVN,2.9086932447397684,15.625,106,Longeveron Inc.,5.94,0,0,79534,31639481,426560,5.94
MARPS,2.91242438827215,11.081647727272737,107,Marine Petroleum Trust,10.1,-1.09,-0.09741,84789,20200000,882012,11.19
XOP,2.9166666666666785,2.968750000000009,108,SPDR S&P Oil & Gas Exploration & Production ETF,116.26,-4.71,-0.03894,4791611,5301456000,16961831,120.97
ROOT,2.9390666666666565,11.446666666666673,109,"Root, Inc.",1.44,0.035,0.02491,550420,222480000,3013001,1.405
AI,3.0329802259887018,9.59375,110,"C3.ai, Inc.",17.1,0.19,0.01124,1297243,1759107968,4591549,16.91
JD,3.0839707744362954,11.331088603425577,111,"JD.com, Inc.",46.34,3.4,0.07918,21203967,72067505341,47477332,42.94
SEV,3.2029166666666775,6.707679063360872,112,Sono Group N.V.,4.195,0.095,0.02317,108196,289798583,278209,4.1
ACB,3.214555288461529,-21.299999999999997,113,Aurora Cannabis Inc.,2.965,0.035,0.01195,2576146,636801945,6041235,2.93
CFVI,3.2299946581196615,0.8292461737229306,114,CF Acquisition Corp. VI,11.16,-0.27,-0.02362,378576,342612000,1196453,11.43
IONQ,3.25182170542635,30.43906249999999,115,"IonQ, Inc.",11.98,0.57,0.04996,921374,2305995506,2160767,11.41
ENVX,3.276080246913571,6.666666666666665,116,Enovix Corporation,12.52,-0.15,-0.01184,155960,1818475263,1304112,12.67
PALT,3.3333333333333437,3.9238095238095294,117,"Paltalk, Inc.",2.35,0.02999997,0.012931023,80818,23034182,142205,2.32
DWAC,3.3458840411539903,3.880595629088135,118,Digital World Acquisition Corp.,63.27,1.28,0.02065,790524,1899823095,3509428,61.99
JAGX,3.350424750146974,6.1614743589743615,119,"Jaguar Health, Inc.",0.3655,-0.0118,-0.03127,793743,28163233,3848656,0.3773
USO,3.359326705429644,-0.5731141774891868,120,"United States Oil Fund, LP",68.76,-4.08,-0.05601,6164457,3267722942,9469996,72.84
WWE,3.4222222222222376,0,121,"World Wrestling Entertainment, Inc.",55.49,-0.47,-0.0084,90506,2428590655,987790,55.96
C,3.484446649029982,7.4540372670807375,122,Citigroup Inc.,54.82,0.59,0.01088,6634061,108592642685,25046008,54.23
GOOG,3.601642980189501,-0.6567204301075269,123,Alphabet Inc.,2592.41,57.59,0.02272,433989,1750320072849,1512693,2534.82
GS,3.622159468438535,3.5870701058201115,124,"The Goldman Sachs Group, Inc.",328.85,3.87,0.01191,623375,110096671473,2342374,324.98
NIO,3.6468567970368904,4.466407448278953,125,NIO Inc.,14.755,0.655,0.04645,89177482,23001722008,115290320,14.1
